classification,direction,item_id,none_changed,none_followed_sender,none_post_answer,none_post_correct,receiver_pre_answer,receiver_pre_correct,sender_correct,sender_pre_answer,true_latentmas_changed,true_latentmas_followed_sender,true_latentmas_post_answer,true_latentmas_post_correct,true_statebridge_changed,true_statebridge_followed_sender,true_statebridge_post_answer,true_statebridge_post_correct,true_text_changed,true_text_followed_sender,true_text_post_answer,true_text_post_correct
both_correct,A_to_B,650,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,650,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,660,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,660,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
correction_opportunity,A_to_B,661,True,True,c,True,,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
destruction_risk,B_to_A,661,False,False,c,True,c,True,False,,False,False,c,True,False,False,c,True,False,False,c,True
both_correct,A_to_B,670,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,670,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
destruction_risk,A_to_B,673,False,False,c,True,c,True,False,,False,False,c,True,False,False,c,True,False,False,c,True
correction_opportunity,B_to_A,673,True,True,c,True,,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
both_wrong,A_to_B,677,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,677,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,A_to_B,679,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,679,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_correct,A_to_B,680,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,680,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,690,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,690,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,700,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,700,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_wrong,A_to_B,707,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,707,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_B,708,True,False,b,True,,False,False,,True,False,b,True,True,False,b,True,True,False,b,True
both_wrong,B_to_A,708,True,False,b,True,,False,False,,True,False,b,True,False,True,,False,True,False,b,True
both_correct,A_to_B,710,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,710,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_wrong,A_to_B,718,True,False,a,True,,False,False,,True,False,a,True,True,False,a,True,True,False,a,True
both_wrong,B_to_A,718,True,False,a,True,,False,False,,True,False,a,True,True,False,a,True,True,False,a,True
both_correct,A_to_B,720,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,720,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
destruction_risk,A_to_B,727,False,False,c,True,c,True,False,b,True,True,b,False,False,False,c,True,False,False,c,True
correction_opportunity,B_to_A,727,False,False,b,False,b,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
both_correct,A_to_B,730,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,730,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,A_to_B,740,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,740,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
destruction_risk,A_to_B,744,False,False,c,True,c,True,False,,False,False,c,True,False,False,c,True,False,False,c,True
correction_opportunity,B_to_A,744,True,True,c,True,,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
both_wrong,A_to_B,746,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,746,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
destruction_risk,A_to_B,747,False,False,c,True,c,True,False,,False,False,c,True,False,False,c,True,False,False,c,True
correction_opportunity,B_to_A,747,True,True,c,True,,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
both_correct,A_to_B,750,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,750,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,760,False,True,c,True,c,True,True,c,True,False,d,False,False,True,c,True,False,True,c,True
both_correct,B_to_A,760,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
destruction_risk,A_to_B,768,False,False,a,True,a,True,False,,False,False,a,True,False,False,a,True,False,False,a,True
correction_opportunity,B_to_A,768,True,False,c,False,,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
destruction_risk,A_to_B,769,False,False,a,True,a,True,False,,False,False,a,True,True,True,,False,False,False,a,True
correction_opportunity,B_to_A,769,True,False,d,False,,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
both_correct,A_to_B,770,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,770,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,780,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,780,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
correction_opportunity,A_to_B,785,True,True,d,True,,False,True,d,True,False,a,False,True,True,d,True,True,True,d,True
destruction_risk,B_to_A,785,False,False,d,True,d,True,False,,False,False,d,True,False,False,d,True,False,False,d,True
both_wrong,A_to_B,787,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,787,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_correct,A_to_B,790,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,790,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
correction_opportunity,A_to_B,794,True,False,d,False,,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
destruction_risk,B_to_A,794,False,False,c,True,c,True,False,,False,False,c,True,False,False,c,True,False,False,c,True
both_wrong,A_to_B,795,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,795,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_correct,A_to_B,800,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,800,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,808,True,False,b,False,,False,False,,True,False,b,False,True,False,b,False,True,False,b,False
both_wrong,B_to_A,808,True,False,d,True,,False,False,,True,False,d,True,True,False,b,False,True,False,b,False
both_correct,A_to_B,810,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,810,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
destruction_risk,A_to_B,816,False,False,a,True,a,True,False,,False,False,a,True,False,False,a,True,False,False,a,True
correction_opportunity,B_to_A,816,True,True,a,True,,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
both_wrong,A_to_B,817,False,True,,False,,False,False,,True,False,a,False,True,False,d,True,False,True,,False
both_wrong,B_to_A,817,True,False,a,False,,False,False,,True,False,d,True,True,False,a,False,False,True,,False
both_correct,A_to_B,820,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,820,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_wrong,A_to_B,821,True,False,a,True,,False,False,,True,False,c,False,True,False,c,False,True,False,c,False
both_wrong,B_to_A,821,True,False,c,False,,False,False,,True,False,c,False,True,False,c,False,False,True,,False
destruction_risk,A_to_B,826,False,False,a,True,a,True,False,,False,False,a,True,False,False,a,True,False,False,a,True
correction_opportunity,B_to_A,826,True,False,b,False,,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
both_correct,A_to_B,830,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,830,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
correction_opportunity,A_to_B,835,True,False,d,False,,False,True,a,True,False,d,False,True,True,a,True,True,True,a,True
destruction_risk,B_to_A,835,False,False,a,True,a,True,False,,True,False,d,False,False,False,a,True,False,False,a,True
destruction_risk,A_to_B,839,False,False,d,True,d,True,False,,False,False,d,True,False,False,d,True,False,False,d,True
correction_opportunity,B_to_A,839,True,True,d,True,,False,True,d,True,True,d,True,True,True,d,True,True,True,d,True
both_correct,A_to_B,840,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,840,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,842,True,True,d,False,,False,False,d,True,True,d,False,True,True,d,False,True,True,d,False
both_wrong,B_to_A,842,False,False,d,False,d,False,False,,False,False,d,False,False,False,d,False,False,False,d,False
correction_opportunity,A_to_B,849,True,True,d,True,,False,True,d,True,True,d,True,True,True,d,True,True,True,d,True
destruction_risk,B_to_A,849,False,False,d,True,d,True,False,,False,False,d,True,False,False,d,True,False,False,d,True
both_correct,A_to_B,850,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,850,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_wrong,A_to_B,853,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_A,853,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,A_to_B,856,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,856,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_correct,A_to_B,860,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,860,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,864,True,False,d,True,,False,False,,True,False,d,True,False,True,,False,True,False,d,True
both_wrong,B_to_A,864,True,False,d,True,,False,False,,True,False,d,True,False,True,,False,True,False,d,True
both_wrong,A_to_B,865,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,865,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_correct,A_to_B,870,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,870,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_wrong,A_to_B,873,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,873,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
correction_opportunity,A_to_B,880,False,False,b,False,b,False,True,a,True,True,a,True,False,False,b,False,True,True,a,True
destruction_risk,B_to_A,880,False,False,a,True,a,True,False,b,False,False,a,True,False,False,a,True,True,True,b,False
both_wrong,A_to_B,883,True,False,c,True,,False,False,,True,False,d,False,True,False,c,True,True,False,c,True
both_wrong,B_to_A,883,True,False,c,True,,False,False,,True,False,c,True,True,False,c,True,True,False,c,True
both_correct,A_to_B,890,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,890,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,895,True,False,c,True,,False,False,,True,False,c,True,True,False,c,True,True,False,c,True
both_wrong,B_to_A,895,True,False,c,True,,False,False,,True,False,c,True,True,False,c,True,True,False,c,True
correction_opportunity,A_to_B,899,True,True,a,True,,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
destruction_risk,B_to_A,899,False,False,a,True,a,True,False,,True,False,c,False,False,False,a,True,False,False,a,True
both_correct,A_to_B,900,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,900,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,910,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,910,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
destruction_risk,A_to_B,913,True,True,d,False,b,True,False,d,True,True,d,False,True,True,d,False,True,True,d,False
correction_opportunity,B_to_A,913,False,False,d,False,d,False,True,b,False,False,d,False,True,True,b,True,False,False,d,False
both_correct,A_to_B,920,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,920,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_wrong,A_to_B,924,True,False,b,True,,False,False,,False,True,,False,True,False,b,True,True,False,b,True
both_wrong,B_to_A,924,True,False,b,True,,False,False,,True,False,d,False,True,False,b,True,True,False,b,True
both_correct,A_to_B,930,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,930,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,931,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,931,False,True,c,False,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_B,936,True,False,a,False,,False,False,,True,False,a,False,True,False,a,False,True,False,a,False
both_wrong,B_to_A,936,True,False,a,False,,False,False,,True,False,a,False,True,False,a,False,True,False,a,False
both_wrong,A_to_B,937,True,False,d,False,,False,False,,True,False,d,False,True,False,d,False,True,False,d,False
both_wrong,B_to_A,937,True,False,d,False,,False,False,,True,False,d,False,True,False,d,False,True,False,d,False
both_wrong,A_to_B,938,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,938,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_correct,A_to_B,940,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,940,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,946,True,False,b,False,,False,False,,True,False,b,False,True,False,b,False,True,False,b,False
both_wrong,B_to_A,946,True,False,b,False,,False,False,,True,False,b,False,True,False,b,False,True,False,b,False
both_correct,A_to_B,950,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,950,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,960,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,960,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,962,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,962,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,A_to_B,963,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,963,False,True,d,False,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
correction_opportunity,A_to_B,964,False,False,,False,,False,True,d,True,True,d,True,True,True,d,True,True,True,d,True
destruction_risk,B_to_A,964,False,False,d,True,d,True,False,,True,True,,False,True,True,,False,False,False,d,True
both_wrong,A_to_B,967,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,967,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_correct,A_to_B,970,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,970,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_wrong,A_to_B,976,False,True,,False,,False,False,,False,True,,False,True,False,b,True,True,False,b,True
both_wrong,B_to_A,976,True,False,b,True,,False,False,,True,False,b,True,True,False,d,False,False,True,,False
both_correct,A_to_B,980,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,980,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,990,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,990,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
correction_opportunity,A_to_B,993,True,True,d,True,,False,True,d,True,False,c,False,True,True,d,True,True,True,d,True
destruction_risk,B_to_A,993,False,False,d,True,d,True,False,,True,False,c,False,False,False,d,True,False,False,d,True
both_wrong,A_to_B,998,True,False,c,True,,False,False,,False,True,,False,True,False,c,True,True,False,c,True
both_wrong,B_to_A,998,False,True,,False,,False,False,,True,False,c,True,True,False,c,True,True,False,c,True
correction_opportunity,A_to_B,999,True,True,a,True,,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
destruction_risk,B_to_A,999,False,False,a,True,a,True,False,,False,False,a,True,False,False,a,True,False,False,a,True
both_correct,A_to_B,1000,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,1000,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,1010,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,1010,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
destruction_risk,A_to_B,1012,False,False,a,True,a,True,False,,False,False,a,True,False,False,a,True,False,False,a,True
correction_opportunity,B_to_A,1012,True,True,a,True,,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
both_correct,A_to_B,1020,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,1020,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,1030,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,1030,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_correct,A_to_B,1040,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,1040,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
destruction_risk,A_to_B,1046,False,False,d,True,d,True,False,,False,False,d,True,False,False,d,True,False,False,d,True
correction_opportunity,B_to_A,1046,True,True,d,True,,False,True,d,True,True,d,True,True,True,d,True,True,True,d,True
both_correct,A_to_B,1050,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,1050,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,1060,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,1060,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,1065,False,False,a,False,a,False,False,,False,False,a,False,False,False,a,False,False,False,a,False
both_wrong,B_to_A,1065,True,False,c,True,,False,False,a,True,True,a,False,True,True,a,False,True,True,a,False
correction_opportunity,A_to_B,1068,False,False,,False,,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
destruction_risk,B_to_A,1068,False,False,c,True,c,True,False,,True,True,,False,False,False,c,True,False,False,c,True
both_correct,A_to_B,1070,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,1070,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_wrong,A_to_B,1078,False,False,a,False,a,False,False,,False,False,a,False,False,False,a,False,True,True,,False
both_wrong,B_to_A,1078,False,False,,False,,False,False,a,True,True,a,False,True,True,a,False,True,True,a,False
both_correct,A_to_B,1080,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,1080,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_wrong,A_to_B,1083,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,1083,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_correct,A_to_B,1090,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,1090,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
correction_opportunity,A_to_B,1098,True,True,b,True,,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
destruction_risk,B_to_A,1098,False,False,b,True,b,True,False,,False,False,b,True,False,False,b,True,False,False,b,True
both_correct,A_to_B,1100,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,1100,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,1110,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,1110,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_wrong,A_to_B,1116,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,1116,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_correct,A_to_B,1120,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,1120,False,True,c,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
correction_opportunity,A_to_B,1129,True,False,d,False,,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
destruction_risk,B_to_A,1129,False,False,b,True,b,True,False,,True,False,d,False,False,False,b,True,False,False,b,True
both_correct,A_to_B,1130,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,1130,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
correction_opportunity,A_to_B,1134,False,False,d,False,d,False,True,c,False,False,d,False,True,True,c,True,True,True,c,True
destruction_risk,B_to_A,1134,False,False,c,True,c,True,False,d,True,True,d,False,True,True,d,False,True,True,d,False
both_wrong,A_to_B,1135,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_A,1135,False,True,a,False,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,A_to_B,1136,True,False,,False,b,False,False,b,False,True,b,False,False,True,b,False,True,False,,False
both_wrong,B_to_A,1136,False,True,b,False,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_correct,A_to_B,1140,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,1140,False,True,a,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_wrong,A_to_B,1146,False,False,a,False,a,False,False,,True,True,,False,False,False,a,False,False,False,a,False
both_wrong,B_to_A,1146,True,False,d,True,,False,False,a,True,True,a,False,True,True,a,False,True,True,a,False
both_correct,A_to_B,1150,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,1150,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
correction_opportunity,A_to_B,1155,True,True,d,True,,False,True,d,True,True,d,True,True,True,d,True,True,True,d,True
destruction_risk,B_to_A,1155,False,False,d,True,d,True,False,,False,False,d,True,False,False,d,True,False,False,d,True
correction_opportunity,A_to_B,1157,True,True,c,True,,False,True,c,True,True,c,True,True,True,c,True,True,True,c,True
destruction_risk,B_to_A,1157,False,False,c,True,c,True,False,,False,False,c,True,False,False,c,True,False,False,c,True
both_correct,A_to_B,1160,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,1160,False,True,b,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,1163,True,False,a,False,,False,False,,False,True,,False,False,True,,False,False,True,,False
both_wrong,B_to_A,1163,True,False,a,False,,False,False,,False,True,,False,True,False,a,False,True,False,a,False
both_correct,A_to_B,1170,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,1170,False,True,d,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
